,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Denver, Colorado",ramen,39.7621349,-105.0133389,uncle-denver,0,4.0,852
1,"Denver, Colorado",ramen,39.75954,-104.98609,osaka-ramen-denver,1,4.0,293
2,"Denver, Colorado",ramen,39.7618827819824,-105.03401184082,seras-ramen-enclave-denver-2,2,4.0,172
3,"Denver, Colorado",ramen,39.7398648818036,-104.982504062355,tycoon-ramen-and-sushi-denver,3,4.0,143
4,"Denver, Colorado",ramen,39.74716,-104.99429,menya-noodle-bar-denver,4,4.0,228
