,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Toronto, Ontario",ramen,43.65634,-79.40689,ramen-isshin-toronto,0,4.5,349
1,"Toronto, Ontario",ramen,43.656321731393,-79.377499580039,hokkaido-ramen-santouka-toronto-2,1,4.0,645
2,"Toronto, Ontario",ramen,43.6668190173642,-79.3854692490327,sansotei-toronto,2,4.0,204
3,"Toronto, Ontario",ramen,43.6603113,-79.3789004,kinton-ramen-toronto-16,3,4.0,121
4,"Toronto, Ontario",ramen,43.66484,-79.38607,raijin-ramen-toronto,4,3.5,304
