,city,food_type,latitude,longitude,name,rank,rating,review_count
0,"Montreal, Quebec",ramen,45.5212206164378,-73.578518757916,yokato-yokabai-montréal-3,0,4.0,250
1,"Montreal, Quebec",ramen,45.49601,-73.57487,kinton-ramen-montréal,1,4.0,117
2,"Montreal, Quebec",ramen,45.49263,-73.58101,ichifuku-montréal,2,3.5,77
3,"Montreal, Quebec",ramen,45.492971934241,-73.580088453534,kazu-montréal-2,3,4.5,549
4,"Montreal, Quebec",ramen,45.5184967,-73.5831113,ramen-ya-montréal-2,4,3.5,78
